checkin_type,delay_at_checkout_in_minutes
mobile,159.0
mobile,20.0
connect,-111.0
mobile,83.0
mobile,549.0
mobile,-86.0
mobile,338.0
mobile,-322.0
mobile,90.0
mobile,-43.0
mobile,46.0
mobile,179.0
mobile,-25.0
connect,-58.0
mobile,-20.0
mobile,8.0
mobile,-8.0
mobile,73.0
mobile,-92.0
mobile,-43.0
mobile,21.0
mobile,382.0
mobile,-297.0
mobile,2.0
mobile,26.0
mobile,11.0
mobile,3.0
mobile,545.0
mobile,144.0
mobile,136.0
mobile,7.0
mobile,47.0
connect,-132.0
mobile,-842.0
mobile,85.0
mobile,3560.0
connect,59.0
mobile,-14.0
mobile,25.0
mobile,41.0
mobile,235.0
mobile,34.0
mobile,-86.0
mobile,-6.0
mobile,12.0
mobile,11.0
mobile,-13.0
connect,-43.0
mobile,1089.0
mobile,187.0
mobile,242.0
connect,50.0
mobile,-5.0
connect,-961.0
mobile,45.0
mobile,23.0
mobile,736.0
mobile,-853.0
mobile,-26.0
connect,3.0
mobile,-66.0
connect,4.0
mobile,330.0
mobile,-44.0
mobile,2365.0
mobile,-32.0
connect,26.0
mobile,47.0
connect,-803.0
mobile,46.0
mobile,-113.0
mobile,1484.0
connect,31.0
mobile,56.0
mobile,-4.0
mobile,19.0
mobile,-42.0
mobile,79.0
mobile,-47.0
mobile,181.0
mobile,-88.0
connect,18.0
mobile,80.0
mobile,252.0
connect,70.0
mobile,58.0
mobile,341.0
mobile,-23.0
mobile,157.0
connect,10.0
connect,-10.0
mobile,2.0
mobile,19.0
mobile,-12.0
mobile,17.0
mobile,57.0
mobile,174.0
mobile,66.0
mobile,17.0
connect,-30.0
mobile,118.0
mobile,-592.0
connect,31.0
mobile,116.0
mobile,7.0
mobile,101.0
connect,10.0
mobile,-30.0
mobile,3.0
mobile,-33.0
mobile,-99.0
mobile,-31.0
mobile,5.0
mobile,1355.0
mobile,11.0
mobile,5.0
mobile,40.0
mobile,-80.0
mobile,653.0
mobile,-35.0
mobile,-233.0
mobile,70.0
connect,58.0
connect,-122.0
mobile,1202.0
mobile,116.0
connect,-17.0
mobile,-13.0
mobile,-75.0
connect,12.0
mobile,16.0
connect,20.0
mobile,-31.0
mobile,3.0
mobile,-15.0
mobile,90.0
connect,-118.0
mobile,-153.0
mobile,126.0
mobile,-90.0
mobile,16.0
mobile,83.0
mobile,-4.0
mobile,187.0
mobile,725.0
mobile,86.0
mobile,64.0
mobile,-30.0
mobile,19.0
mobile,-1414.0
mobile,177.0
mobile,4.0
mobile,8.0
mobile,-24.0
connect,-46.0
mobile,4.0
mobile,23.0
mobile,4.0
connect,26.0
mobile,81.0
mobile,1589.0
mobile,27.0
connect,-117.0
mobile,77.0
mobile,108.0
mobile,-41.0
mobile,16.0
connect,-44.0
mobile,6.0
connect,-18.0
mobile,-13.0
mobile,-13.0
mobile,-2.0
connect,-5.0
connect,-21.0
mobile,-28.0
mobile,-33.0
mobile,9.0
mobile,6.0
mobile,1289.0
mobile,-129.0
mobile,-40.0
connect,-154.0
mobile,17.0
mobile,36.0
mobile,140.0
connect,2.0
mobile,-57.0
mobile,169.0
mobile,20.0
mobile,-11.0
mobile,4.0
connect,-74.0
mobile,2.0
mobile,67.0
mobile,82.0
mobile,-59.0
mobile,16.0
mobile,-173.0
connect,-27.0
mobile,316.0
mobile,-11.0
mobile,647.0
mobile,45.0
mobile,379.0
connect,-35.0
mobile,58.0
mobile,-10.0
mobile,69.0
mobile,105.0
mobile,95.0
mobile,58.0
mobile,11.0
mobile,7.0
mobile,-22.0
mobile,-52.0
mobile,-125.0
mobile,93.0
mobile,29.0
mobile,1178.0
mobile,-713.0
mobile,432.0
mobile,36.0
mobile,-1421.0
mobile,52.0
mobile,0.0
mobile,5.0
mobile,-5.0
connect,27.0
connect,-111.0
mobile,239.0
mobile,85.0
mobile,-51.0
mobile,185.0
mobile,47.0
mobile,44.0
connect,77.0
mobile,-15.0
mobile,4.0
connect,-23.0
mobile,-2.0
mobile,42.0
mobile,-15.0
mobile,55.0
mobile,11.0
mobile,4.0
mobile,2.0
mobile,63.0
mobile,64.0
mobile,-264.0
mobile,-43.0
connect,86.0
mobile,124.0
mobile,25.0
mobile,-55.0
mobile,48.0
mobile,942.0
mobile,21.0
mobile,120.0
connect,141.0
mobile,131.0
connect,-9.0
mobile,229.0
mobile,97.0
mobile,-44.0
mobile,95.0
mobile,13.0
mobile,-1.0
mobile,237.0
mobile,147.0
mobile,-74.0
mobile,91.0
mobile,151.0
mobile,6.0
mobile,32.0
mobile,142.0
mobile,28.0
mobile,15.0
mobile,18.0
mobile,15.0
connect,-8.0
mobile,-57.0
mobile,60.0
connect,-132.0
mobile,-62.0
mobile,387.0
mobile,47.0
mobile,44.0
mobile,55.0
mobile,1.0
mobile,-75.0
connect,5.0
mobile,79.0
mobile,450.0
mobile,256.0
connect,-88.0
connect,4.0
mobile,-46.0
connect,-13.0
mobile,12.0
mobile,24.0
mobile,-76.0
connect,-1.0
connect,-116.0
connect,-476.0
mobile,-2421.0
mobile,-9.0
mobile,31.0
mobile,15.0
mobile,6.0
mobile,-28.0
connect,-63.0
mobile,680.0
mobile,-22.0
mobile,-7.0
connect,41.0
mobile,105.0
mobile,-590.0
connect,-24.0
mobile,25.0
connect,8.0
mobile,29.0
mobile,49.0
connect,-13.0
connect,-149.0
connect,-59.0
mobile,-16.0
mobile,35.0
connect,-77.0
mobile,-22.0
mobile,-75.0
mobile,44.0
mobile,703.0
mobile,101.0
mobile,13.0
connect,-28.0
mobile,26.0
connect,35.0
mobile,-22.0
connect,-35.0
mobile,-209.0
mobile,10.0
mobile,928.0
mobile,22.0
mobile,242.0
mobile,173.0
mobile,32.0
mobile,4.0
mobile,-57.0
connect,-196.0
connect,-20.0
connect,-37.0
connect,2.0
mobile,-2.0
mobile,77.0
mobile,-333.0
mobile,-49.0
mobile,10.0
mobile,-13.0
connect,20.0
mobile,143.0
mobile,-25.0
mobile,-2.0
connect,-105.0
mobile,3.0
mobile,92.0
mobile,99.0
mobile,-66.0
mobile,-17.0
mobile,37.0
mobile,-308.0
mobile,-16.0
mobile,45.0
mobile,-3.0
mobile,-85.0
mobile,94.0
connect,90.0
mobile,-51.0
connect,-21.0
mobile,7.0
mobile,-52.0
mobile,-15.0
mobile,-1018.0
mobile,-11.0
mobile,-14.0
connect,-85.0
connect,-198.0
connect,-34.0
mobile,49.0
connect,40.0
connect,38.0
mobile,258.0
connect,209.0
mobile,19.0
mobile,6.0
mobile,299.0
mobile,104.0
mobile,82.0
connect,3.0
mobile,14.0
mobile,66.0
connect,21.0
mobile,31.0
mobile,-250.0
mobile,20.0
mobile,23.0
connect,-130.0
mobile,88.0
connect,-84.0
mobile,1337.0
mobile,-42.0
mobile,-51.0
mobile,57.0
mobile,-74.0
mobile,50.0
mobile,-29.0
mobile,76.0
mobile,-36.0
mobile,-4.0
mobile,56.0
mobile,1037.0
mobile,11.0
mobile,11.0
mobile,-41.0
mobile,91.0
mobile,25.0
mobile,-225.0
connect,94.0
mobile,-8.0
mobile,111.0
connect,-125.0
mobile,29.0
mobile,3098.0
mobile,-6.0
connect,-579.0
mobile,320.0
connect,30.0
mobile,-35.0
mobile,279.0
mobile,-870.0
mobile,64.0
mobile,19.0
mobile,8.0
mobile,668.0
mobile,45.0
mobile,-11.0
mobile,47.0
mobile,12.0
mobile,-5.0
mobile,-9.0
connect,45.0
connect,-77.0
connect,-240.0
mobile,72.0
mobile,95.0
mobile,-67.0
mobile,19.0
connect,110.0
connect,72.0
mobile,44.0
mobile,61.0
mobile,171.0
mobile,123.0
mobile,-7.0
connect,-26.0
mobile,-26.0
connect,141.0
mobile,88.0
mobile,16.0
connect,-55.0
mobile,11.0
mobile,34.0
connect,18.0
mobile,-33.0
mobile,239.0
mobile,88.0
mobile,-99.0
mobile,939.0
mobile,65.0
connect,1.0
mobile,213.0
connect,60.0
mobile,0.0
connect,-71.0
mobile,188.0
connect,19.0
mobile,11.0
mobile,83.0
mobile,-339.0
connect,2.0
connect,16.0
connect,17.0
mobile,49.0
mobile,101.0
mobile,75.0
mobile,-106.0
mobile,-24.0
mobile,119.0
mobile,-9.0
mobile,-97.0
mobile,157.0
mobile,106.0
connect,-266.0
connect,104.0
mobile,198.0
mobile,-55.0
connect,-404.0
mobile,84.0
mobile,-22.0
mobile,-120.0
mobile,-243.0
mobile,-57.0
mobile,576.0
mobile,538.0
mobile,30.0
connect,23.0
mobile,18.0
mobile,-56.0
mobile,-20.0
connect,-7.0
mobile,-26.0
connect,-17.0
connect,75.0
mobile,47.0
mobile,35.0
connect,-80.0
mobile,28.0
mobile,-2.0
connect,6.0
mobile,10.0
mobile,-102.0
mobile,122.0
mobile,-69.0
mobile,-3.0
mobile,28.0
mobile,177.0
mobile,-183.0
mobile,72.0
mobile,-42.0
mobile,-78.0
mobile,2.0
mobile,92.0
connect,-12.0
mobile,12.0
mobile,-376.0
mobile,44.0
connect,97.0
mobile,82.0
mobile,-23.0
mobile,116.0
mobile,15.0
mobile,96.0
mobile,346.0
mobile,-24.0
mobile,245.0
mobile,114.0
mobile,59.0
mobile,39.0
connect,-310.0
mobile,146.0
connect,-57.0
mobile,7246.0
mobile,-101.0
mobile,174.0
mobile,-31.0
mobile,-39.0
mobile,17.0
mobile,127.0
connect,15.0
mobile,1.0
connect,-85.0
mobile,-8650.0
connect,45.0
connect,-70.0
mobile,-63.0
mobile,-4.0
mobile,-202.0
connect,127.0
mobile,2.0
connect,-93.0
mobile,-9.0
mobile,43.0
mobile,23.0
mobile,-15.0
connect,-29.0
mobile,8.0
connect,-390.0
connect,-45.0
mobile,101.0
connect,-17.0
mobile,-77.0
mobile,596.0
mobile,193.0
mobile,-437.0
mobile,-22.0
mobile,-53.0
mobile,-26.0
mobile,177.0
mobile,8.0
mobile,-9.0
mobile,44.0
mobile,30.0
connect,134.0
mobile,15.0
connect,25.0
mobile,21.0
connect,-117.0
mobile,-60.0
mobile,1491.0
connect,408.0
mobile,78.0
mobile,-5.0
mobile,90.0
mobile,-29.0
mobile,-1227.0
mobile,-80.0
mobile,5.0
mobile,92.0
mobile,148.0
mobile,6.0
mobile,2499.0
connect,-84.0
connect,15.0
mobile,-158.0
mobile,117.0
mobile,52.0
mobile,26.0
connect,-211.0
mobile,86.0
connect,99.0
mobile,-18.0
mobile,4.0
mobile,130.0
mobile,694.0
mobile,25.0
connect,41.0
mobile,15.0
connect,-168.0
mobile,-1.0
mobile,41.0
mobile,12.0
mobile,-1203.0
connect,43.0
mobile,69.0
mobile,39.0
connect,-115.0
mobile,-28.0
mobile,2436.0
mobile,6.0
mobile,-10.0
mobile,-30.0
mobile,5.0
connect,-6.0
mobile,53.0
mobile,121.0
mobile,4.0
mobile,-149.0
connect,-38.0
mobile,-2.0
mobile,261.0
mobile,463.0
mobile,-30.0
mobile,-75.0
connect,-40.0
connect,136.0
connect,-80.0
mobile,3828.0
mobile,6.0
mobile,-1336.0
mobile,-41.0
mobile,13.0
mobile,-25.0
mobile,18.0
mobile,48.0
mobile,93.0
connect,-113.0
mobile,-30.0
mobile,9.0
mobile,42.0
connect,14.0
mobile,264.0
connect,-167.0
mobile,-10.0
mobile,145.0
mobile,-367.0
mobile,50.0
mobile,-29.0
mobile,138.0
mobile,285.0
mobile,50.0
mobile,41.0
connect,-109.0
mobile,-247.0
mobile,13.0
mobile,146.0
mobile,-18.0
mobile,-10.0
mobile,302.0
mobile,-71.0
mobile,16.0
mobile,32.0
mobile,6.0
mobile,-6.0
mobile,-56.0
mobile,28.0
mobile,7.0
mobile,185.0
connect,-67.0
mobile,-15.0
mobile,137.0
mobile,24.0
mobile,2.0
connect,-21.0
mobile,-67.0
connect,22.0
mobile,86.0
mobile,21.0
mobile,-79.0
connect,-63.0
connect,-16.0
mobile,-119.0
connect,24.0
mobile,406.0
connect,-11.0
mobile,-7.0
mobile,-21.0
connect,-173.0
mobile,6.0
mobile,19.0
mobile,-36.0
mobile,1253.0
connect,-36.0
mobile,-92.0
mobile,43.0
connect,-239.0
mobile,79.0
mobile,-164.0
mobile,140.0
mobile,-34.0
mobile,-6.0
connect,-218.0
mobile,214.0
connect,-5.0
mobile,-812.0
mobile,113.0
mobile,9.0
connect,-163.0
connect,-83.0
connect,-97.0
mobile,-26.0
mobile,921.0
connect,-289.0
mobile,-36.0
connect,-149.0
mobile,20.0
mobile,-46.0
mobile,42.0
mobile,-4.0
mobile,51.0
mobile,263.0
connect,-31.0
mobile,83.0
mobile,19.0
mobile,-25.0
mobile,65.0
mobile,-54.0
mobile,-53.0
mobile,2.0
mobile,2.0
mobile,-209.0
mobile,31.0
connect,13.0
mobile,65.0
mobile,82.0
mobile,60.0
mobile,-8.0
mobile,-61.0
mobile,-73.0
connect,2.0
mobile,48.0
mobile,54.0
mobile,3.0
connect,-137.0
mobile,5.0
mobile,-12.0
mobile,149.0
mobile,19.0
mobile,-62.0
mobile,38.0
mobile,7.0
mobile,237.0
mobile,-93.0
mobile,17.0
mobile,82.0
mobile,7.0
mobile,-2.0
mobile,46.0
mobile,-31.0
mobile,124.0
connect,-252.0
mobile,-95.0
mobile,1481.0
connect,-40.0
connect,18.0
mobile,-1.0
mobile,-28.0
mobile,86.0
mobile,74.0
mobile,193.0
connect,144.0
mobile,27.0
mobile,71.0
mobile,29.0
mobile,9.0
connect,-75.0
mobile,13.0
connect,6.0
mobile,-126.0
mobile,363.0
mobile,265.0
mobile,-24.0
mobile,17.0
mobile,-18.0
mobile,68.0
mobile,114.0
mobile,73.0
mobile,116.0
mobile,-96.0
mobile,-661.0
mobile,75.0
mobile,12.0
mobile,-58.0
mobile,-48.0
mobile,5.0
mobile,113.0
mobile,74.0
mobile,-52.0
mobile,16.0
mobile,-626.0
mobile,7.0
mobile,4.0
mobile,-23.0
mobile,100.0
mobile,-3.0
connect,41.0
connect,-119.0
mobile,-18.0
mobile,152.0
mobile,220.0
connect,7.0
mobile,4.0
mobile,69.0
mobile,419.0
mobile,109.0
mobile,-107.0
connect,236.0
mobile,-36.0
connect,-57.0
connect,2.0
mobile,-166.0
mobile,24.0
mobile,32.0
connect,133.0
mobile,0.0
mobile,-35.0
mobile,35.0
mobile,-56.0
connect,0.0
mobile,88.0
mobile,-11.0
mobile,55.0
mobile,26.0
mobile,-24.0
mobile,93.0
mobile,24.0
mobile,-272.0
mobile,171.0
connect,0.0
connect,137.0
mobile,25.0
connect,-1.0
mobile,269.0
mobile,89.0
mobile,-21.0
connect,-47.0
mobile,48.0
connect,-22.0
mobile,-1080.0
connect,170.0
mobile,-16.0
mobile,121.0
mobile,-83.0
connect,35.0
mobile,67.0
mobile,-133.0
mobile,44.0
mobile,84.0
connect,-208.0
mobile,33.0
mobile,177.0
mobile,-340.0
mobile,8.0
mobile,-68.0
mobile,26.0
mobile,220.0
connect,205.0
mobile,110.0
mobile,479.0
connect,110.0
mobile,41.0
mobile,-237.0
mobile,-1.0
mobile,52.0
mobile,71.0
connect,34.0
mobile,26.0
mobile,82.0
connect,-2.0
mobile,17.0
mobile,-5.0
mobile,107.0
mobile,-35.0
mobile,-29.0
connect,-4.0
connect,-1378.0
mobile,-27.0
mobile,-93.0
mobile,-49.0
mobile,242.0
mobile,35.0
connect,-151.0
mobile,-23.0
mobile,80.0
connect,-148.0
connect,-244.0
connect,101.0
mobile,395.0
connect,9.0
mobile,103.0
mobile,1398.0
mobile,-31.0
mobile,264.0
mobile,35.0
mobile,19.0
connect,-80.0
mobile,5.0
connect,0.0
mobile,-56.0
connect,-3.0
connect,-26.0
mobile,801.0
mobile,4267.0
mobile,44.0
mobile,38.0
mobile,83.0
mobile,13.0
connect,27.0
connect,-71.0
mobile,103.0
mobile,-5.0
connect,29.0
mobile,-108.0
mobile,-27.0
mobile,26.0
mobile,24.0
connect,-26.0
mobile,127.0
mobile,-2.0
mobile,23.0
connect,-264.0
mobile,157.0
mobile,1719.0
mobile,82.0
mobile,-16.0
mobile,6.0
connect,-153.0
connect,2.0
connect,-11.0
connect,-112.0
mobile,163.0
mobile,6.0
connect,-44.0
mobile,-1.0
connect,-236.0
connect,133.0
connect,249.0
mobile,64.0
mobile,-178.0
mobile,12.0
mobile,21.0
connect,-194.0
mobile,-599.0
mobile,38.0
mobile,-61.0
mobile,1395.0
connect,-439.0
mobile,120.0
mobile,-44.0
mobile,771.0
mobile,-12.0
connect,-848.0
mobile,22.0
mobile,-5.0
mobile,-12.0
connect,-10.0
connect,-134.0
mobile,49.0
mobile,28.0
mobile,98.0
mobile,13.0
mobile,8.0
mobile,-124.0
mobile,-10.0
mobile,-11.0
mobile,19.0
connect,-24.0
mobile,58.0
mobile,17.0
mobile,-592.0
mobile,1.0
connect,12.0
mobile,-2.0
mobile,-40.0
mobile,-151.0
mobile,13.0
mobile,925.0
mobile,20.0
mobile,31.0
connect,-45.0
mobile,382.0
mobile,-91.0
mobile,60.0
mobile,355.0
connect,-38.0
connect,96.0
mobile,85.0
mobile,-129.0
mobile,-9.0
mobile,-117.0
connect,9.0
mobile,417.0
mobile,-7.0
mobile,5.0
mobile,0.0
mobile,-10.0
mobile,-4.0
connect,18.0
mobile,26.0
mobile,-25.0
mobile,-131.0
mobile,72.0
mobile,60.0
mobile,2.0
mobile,17.0
mobile,4.0
mobile,150.0
connect,52.0
mobile,3.0
mobile,218.0
mobile,11.0
mobile,8.0
mobile,268.0
connect,-47.0
mobile,-274.0
mobile,-33.0
mobile,-6.0
mobile,-28.0
mobile,61.0
mobile,2.0
connect,37.0
mobile,6.0
mobile,-146.0
mobile,35.0
mobile,72.0
mobile,31.0
mobile,-52.0
connect,-29.0
connect,6.0
connect,113.0
mobile,-49.0
mobile,20.0
connect,-4.0
mobile,36.0
mobile,2.0
mobile,-21.0
mobile,69.0
mobile,23.0
mobile,197.0
connect,-65.0
mobile,3.0
mobile,42.0
mobile,-1.0
mobile,9.0
mobile,64.0
connect,-146.0
mobile,20.0
mobile,6.0
mobile,62.0
mobile,-108.0
mobile,43.0
mobile,-62.0
mobile,-11.0
mobile,94.0
mobile,-134.0
connect,56.0
connect,-18.0
mobile,18.0
mobile,-102.0
mobile,19.0
mobile,-23.0
mobile,23.0
mobile,287.0
connect,-29.0
mobile,-11.0
connect,20.0
mobile,-56.0
mobile,-8.0
mobile,169.0
mobile,-41.0
mobile,161.0
mobile,-230.0
mobile,106.0
connect,-66.0
connect,-158.0
mobile,-428.0
mobile,-66.0
mobile,-12.0
connect,-880.0
connect,6.0
mobile,26.0
mobile,-86.0
mobile,245.0
connect,315.0
mobile,-11.0
mobile,-217.0
connect,-341.0
mobile,-402.0
mobile,-16.0
mobile,125.0
mobile,-103.0
mobile,106.0
mobile,-197.0
mobile,16.0
mobile,111.0
connect,-141.0
connect,69.0
mobile,-152.0
mobile,-17.0
mobile,102.0
mobile,-29.0
mobile,9.0
mobile,25.0
mobile,183.0
mobile,616.0
mobile,-22.0
mobile,-108.0
mobile,-93.0
connect,-108.0
connect,-72.0
mobile,-23.0
connect,-73.0
mobile,-87.0
connect,172.0
mobile,-17.0
mobile,22.0
mobile,-25.0
mobile,-53.0
mobile,36.0
mobile,2.0
mobile,-63.0
mobile,58.0
mobile,-110.0
mobile,-48.0
mobile,-24.0
mobile,515.0
mobile,1.0
mobile,81.0
connect,8.0
mobile,-16.0
mobile,-180.0
mobile,0.0
mobile,124.0
mobile,27.0
mobile,-187.0
mobile,173.0
mobile,88.0
mobile,-81.0
mobile,156.0
mobile,-30.0
mobile,167.0
connect,-109.0
mobile,-121.0
mobile,-163.0
mobile,61.0
mobile,-3.0
connect,5.0
mobile,-55.0
mobile,96.0
mobile,22.0
mobile,25.0
mobile,297.0
mobile,113.0
mobile,-314.0
mobile,55.0
mobile,35.0
mobile,111.0
mobile,752.0
mobile,-1020.0
connect,-19.0
mobile,92.0
mobile,5.0
mobile,-921.0
mobile,-9.0
connect,-129.0
connect,0.0
connect,31.0
connect,-40.0
connect,-202.0
mobile,-94.0
mobile,-69.0
mobile,44.0
connect,23.0
connect,57.0
mobile,-53.0
mobile,207.0
connect,-4.0
mobile,-14.0
mobile,4.0
mobile,19.0
mobile,335.0
mobile,-52.0
mobile,6.0
mobile,3.0
mobile,-31.0
mobile,-156.0
mobile,-6.0
mobile,15.0
mobile,381.0
connect,205.0
mobile,39.0
mobile,-41.0
connect,-43.0
mobile,86.0
mobile,54.0
connect,97.0
mobile,146.0
mobile,1.0
mobile,470.0
mobile,-66.0
connect,10.0
mobile,15.0
mobile,-76.0
mobile,5.0
mobile,11.0
mobile,-3035.0
mobile,250.0
mobile,85.0
mobile,242.0
mobile,-64.0
mobile,225.0
mobile,-3.0
mobile,6.0
mobile,-37.0
mobile,-7.0
mobile,64.0
connect,106.0
mobile,28.0
connect,18.0
mobile,183.0
mobile,62.0
mobile,-17.0
connect,-37.0
mobile,6.0
mobile,137.0
mobile,-1.0
mobile,93.0
mobile,96.0
mobile,336.0
mobile,20.0
mobile,55.0
mobile,967.0
mobile,14.0
mobile,36.0
mobile,208.0
mobile,40.0
connect,-76.0
mobile,162.0
mobile,2610.0
connect,1466.0
mobile,72.0
connect,47.0
mobile,-336.0
mobile,-56.0
mobile,-46.0
connect,-529.0
mobile,13.0
connect,51.0
connect,-13.0
mobile,53.0
connect,12.0
connect,-85.0
mobile,-139.0
mobile,80.0
mobile,41.0
mobile,46.0
mobile,-11.0
mobile,-360.0
connect,-154.0
mobile,-69.0
mobile,40.0
connect,6.0
mobile,-79.0
mobile,43.0
mobile,-9.0
mobile,104.0
mobile,-10.0
mobile,10.0
mobile,23.0
mobile,8.0
mobile,61.0
mobile,-57.0
mobile,-7.0
connect,49.0
connect,-6.0
mobile,23.0
mobile,-12.0
mobile,-810.0
mobile,65.0
mobile,34.0
mobile,48.0
mobile,26.0
mobile,-110.0
mobile,-106.0
mobile,-56.0
connect,33.0
mobile,6.0
mobile,34.0
mobile,-95.0
mobile,842.0
mobile,45.0
mobile,-43.0
mobile,-143.0
mobile,-281.0
mobile,322.0
connect,-428.0
mobile,22.0
mobile,0.0
mobile,41.0
mobile,10.0
mobile,4.0
connect,-28.0
mobile,132.0
mobile,16.0
mobile,51.0
mobile,-20.0
mobile,1073.0
mobile,337.0
mobile,-3.0
mobile,44.0
mobile,-9849.0
mobile,85.0
mobile,-75.0
mobile,-17.0
mobile,22.0
mobile,564.0
mobile,50.0
mobile,-92.0
connect,-9.0
mobile,105.0
connect,12.0
mobile,-65.0
connect,28.0
mobile,23.0
connect,-600.0
mobile,26.0
mobile,-54.0
mobile,-39.0
connect,-146.0
connect,46.0
connect,23.0
connect,93.0
mobile,185.0
mobile,119.0
mobile,36.0
connect,-89.0
connect,-36.0
connect,81.0
connect,-355.0
mobile,-4.0
connect,-76.0
mobile,69.0
connect,123.0
mobile,-30.0
mobile,64.0
mobile,55.0
mobile,55.0
mobile,-15.0
mobile,345.0
mobile,1387.0
connect,-159.0
mobile,55.0
connect,77.0
mobile,122.0
mobile,55.0
mobile,33.0
connect,-48.0
mobile,-1.0
mobile,-154.0
connect,9.0
mobile,65.0
mobile,0.0
mobile,-172.0
connect,-23.0
mobile,188.0
mobile,-27.0
mobile,17.0
mobile,12.0
mobile,18.0
mobile,-11.0
mobile,105.0
mobile,206.0
mobile,-70.0
connect,11.0
mobile,36.0
mobile,93.0
connect,1.0
connect,-69.0
mobile,-41.0
connect,-89.0
mobile,-8.0
mobile,3.0
mobile,-83.0
mobile,52.0
connect,-56.0
mobile,18.0
mobile,332.0
mobile,38.0
connect,75.0
mobile,-423.0
connect,-89.0
mobile,13.0
mobile,-70.0
mobile,9.0
mobile,34.0
mobile,39.0
mobile,54.0
mobile,283.0
mobile,-386.0
mobile,6.0
mobile,39.0
mobile,101.0
connect,-242.0
connect,-9.0
mobile,40.0
mobile,-90.0
connect,23.0
mobile,69.0
mobile,24.0
mobile,126.0
mobile,4.0
mobile,-47.0
mobile,8.0
mobile,612.0
connect,-23.0
mobile,8.0
mobile,-114.0
mobile,26.0
mobile,-14.0
mobile,249.0
mobile,18.0
mobile,-115.0
mobile,-27.0
mobile,53.0
mobile,25.0
mobile,53.0
mobile,-51.0
mobile,106.0
mobile,-42.0
mobile,15.0
connect,26.0
connect,-39.0
connect,154.0
mobile,81.0
mobile,-292.0
connect,2.0
connect,62.0
connect,32.0
mobile,14.0
mobile,280.0
mobile,15.0
mobile,81.0
connect,21.0
connect,25.0
mobile,68.0
mobile,63.0
mobile,205.0
mobile,-7.0
mobile,100.0
mobile,365.0
mobile,-449.0
mobile,-11.0
mobile,10.0
mobile,135.0
mobile,155.0
mobile,-174.0
mobile,-161.0
mobile,3.0
mobile,-26.0
mobile,73.0
connect,-74.0
connect,69.0
mobile,339.0
mobile,-3.0
mobile,24.0
mobile,-90.0
connect,28.0
mobile,-64.0
mobile,28.0
mobile,3.0
connect,98.0
connect,102.0
mobile,-137.0
mobile,13.0
mobile,-32.0
mobile,19.0
mobile,-25.0
mobile,-524.0
mobile,-116.0
mobile,1326.0
mobile,-488.0
mobile,-24.0
mobile,1274.0
mobile,17.0
mobile,-57.0
mobile,26.0
mobile,-27.0
mobile,72.0
mobile,105.0
mobile,37.0
mobile,-65.0
mobile,111.0
connect,30.0
connect,-73.0
mobile,-20.0
mobile,4.0
mobile,-10.0
mobile,10.0
connect,-71.0
mobile,-69.0
mobile,6.0
connect,-8.0
mobile,-90.0
mobile,509.0
mobile,-21.0
mobile,-28.0
mobile,157.0
mobile,25.0
mobile,421.0
mobile,181.0
connect,29.0
mobile,4.0
mobile,-16.0
connect,-29.0
mobile,-2.0
connect,-10.0
mobile,-26.0
mobile,68.0
mobile,191.0
connect,-775.0
mobile,86.0
mobile,172.0
mobile,-2.0
mobile,96.0
connect,-102.0
mobile,-41.0
mobile,1.0
mobile,-128.0
mobile,-58.0
connect,-246.0
mobile,8.0
connect,35.0
mobile,125.0
mobile,-81.0
mobile,615.0
mobile,-710.0
mobile,-34.0
mobile,-19.0
connect,63.0
mobile,22.0
connect,6.0
mobile,69.0
connect,152.0
mobile,-95.0
mobile,15.0
mobile,-5.0
mobile,11.0
mobile,276.0
mobile,141.0
mobile,149.0
mobile,66.0
mobile,21.0
mobile,-41.0
mobile,-381.0
mobile,427.0
connect,-38.0
mobile,94.0
mobile,-82.0
connect,-97.0
mobile,-4.0
mobile,23.0
mobile,73.0
mobile,-44.0
mobile,-630.0
mobile,13.0
connect,6.0
mobile,-53.0
connect,-5.0
mobile,333.0
connect,-239.0
mobile,32.0
mobile,31.0
connect,-70.0
mobile,288.0
mobile,69.0
mobile,5.0
mobile,28.0
connect,8.0
connect,66.0
mobile,-55.0
mobile,-43.0
mobile,12.0
mobile,1.0
mobile,-440.0
mobile,38.0
mobile,421.0
mobile,-2.0
mobile,-26.0
mobile,150.0
mobile,13.0
mobile,246.0
mobile,295.0
mobile,4254.0
connect,-28.0
mobile,-1.0
mobile,471.0
mobile,32.0
connect,24.0
mobile,14.0
mobile,-53.0
mobile,-25.0
connect,-16.0
connect,4.0
connect,-175.0
mobile,-30.0
connect,-175.0
mobile,103.0
mobile,7.0
mobile,-27.0
mobile,51.0
mobile,125.0
mobile,27.0
mobile,258.0
mobile,-200.0
mobile,-84.0
mobile,-28.0
mobile,127.0
mobile,-11.0
connect,-56.0
mobile,28.0
mobile,49.0
connect,26.0
mobile,-81.0
mobile,-19.0
mobile,77.0
mobile,212.0
mobile,84.0
mobile,28.0
connect,20.0
connect,-63.0
mobile,45.0
mobile,-80.0
connect,10.0
mobile,5.0
connect,194.0
mobile,437.0
mobile,12.0
mobile,11.0
connect,36.0
connect,-40.0
mobile,308.0
mobile,123.0
mobile,-635.0
connect,38.0
mobile,73.0
connect,1.0
mobile,-689.0
mobile,136.0
connect,-224.0
mobile,63.0
mobile,33.0
mobile,96.0
